nl_query,explanation,db
"Extract the names of the top 10 international airports by passenger traffic showing an increase of at least 5% annually over the last decade, offering more than 50 international destinations.","      Can efficiently handle transport data, international filters, and annual passenger statistics through relational mechanisms.",rdbms
"List 15 retailers with the highest year-over-year revenue growth for eco-friendly products in the apparel and household essentials categories, over the past 5 years.","      Joins between product categories, sales data, and environmental attributes are handled efficiently using relational queries.",rdbms
"Identify the top 10 states where public spending on green technologies tripled in the past decade, considering both R&D and infrastructure investments.","      Green technology data, public spending records, and category-specific investment filters are managed through structured joins.",rdbms
"Extract top 20 authors whose books, with an average rating above 4.0, have been translated into at least 10 languages in the past 10 years in both suspense and romance genres.","      Books, author data, ratings, genre classifications, and translation records are efficiently related and filtered in a relational database.",rdbms
"Identify the top 5 electronics companies by innovation index, with products launched in AI and robotics having more than 50 patents each, over the last 5 years.",      Innovation index calculations and extensive product-patent database join operations align with relational database capabilities.,rdbms
List 10 most influential chefs based on the number of original recipes published and international event participations in fusion cuisine in the last two decades.,"      Database joins between chefs, recipes, event records, and cuisine types facilitate complex intersection and aggregation.",rdbms
"Find the top 7 airlines with over 90% on-time arrival rates for flights longer than 3 hours, across at least 5 continents, in the past 3 years.","      Efficient handling of flight data, time calculations, and extensive geographical reach with relational queries.",rdbms
"Retrieve 25 multinational tech companies with double-digit growth in AI workforce, with more than 30% of employees over 50 years old, in the past 5 years.","      Employee demographics, company data, and growth figures benefit from structured data and relational association.",rdbms
"Identify the top 12 musical bands, who have released albums in both rock and classical genres, with album sales exceeding 1 million in the past 15 years.","      Joins between band data, album sales records, and genre classification enable efficient complex queries.",rdbms
"Determine top 15 countries by export value growth in agricultural technology, involving hydroponics and drone-based farming solutions, in the past decade.",      Combines complex dataset categories with export records and technological subtypes through efficient relational queries.,rdbms
"Extract the top 10 financial markets with the highest foreign investment in renewable energy projects, focusing on solar and wind, over the past decade.","      Handles investment data, market details, and energy project categorizations effectively through relational schemas.",rdbms
"Identify the top 8 logistics companies with supply chains optimized for eco-efficiency, having reduced emissions by at least 25% over 5 years, globally.",      Supply chain and emissions data require structured joins and detailed processing for efficiency in complex queries.,rdbms
"List the top 15 hospitals with the highest patient satisfaction ratings, offering specialized treatments in cardiology and neurology in more than three countries over the last decade.","      Combines healthcare provider data, treatment records, and patient satisfaction measures efficiently through structured operations.",rdbms
"Determine top 20 consumer electronics companies by market share in smart home technologies, offering products compatible with at least three major AI platforms, over the last 5 years.","      Product compatibility, company data, and market share statistics are effectively managed and queried in an efficient relational structure.",rdbms
"Identify the top 10 national parks by annual visitor growth rates above 10%, offering guided tours in multiple languages over the past 5 years.","      Visitor statistics, service offerings, and multi-language tours necessitate relational data operations for complex querying.",rdbms
"Retrieve 30 sports brands leading in global market penetration for apparel categorized under performance athletics and casual sportswear, in the last 10 years.","      Market penetration data, brand details, and category-specific structuring are efficiently processed relationally.",rdbms
"List the top 18 cities by per capita digital infrastructure investment growth, featuring 5G deployment in public sectors, over the past decade.","      Involves nuanced join operations between city data, investment records, and digital infrastructure specifics.",rdbms
"Extract top 14 culinary schools producing chefs with over 5 global culinary awards, specialized in fusion and molecular gastronomy, over the last 20 years.","      Complex joins between school data, chef profiles, and award records enable comprehensive data makeup.",rdbms
"Find the top 10 wildlife reserves with a biodiversity index increase of at least 15%, offering research and tourist excursions in collaboration with at least three international conservation bodies, in the past decade.","      Reserves data, biodiversity metrics, and conservation collaborations are well-suited for detailed relational querying.",rdbms
"Identify the top 15 tech startups by employee growth in cybersecurity, with more than 20% women workforce, in the past 3 years.","      Growth figures, employee demographics, and industry roles provide efficiency when well-structured relationally.",rdbms
"Determine the top 20 cities with the highest tech job growth, featuring at least one tech incubator with a startup success rate over 30%, in the past 5 years.","      Combines employment statistics, incubator success rates, and tech sector filtering through efficient relations.",rdbms
"List 10 retail chains with the most significant expansion in eco-friendly product lines across home, fashion, and beauty segments, in the last decade.","      Retail data, expansion records, and product segmentations are efficiently organized in a relational database.",rdbms
"Retrieve top 18 automobile brands with the largest increase in electric vehicle sales, offering models in at least three different size categories, over the 5 past years.","      Brand data, sales records, and categorical classification facilitate structured, efficient complex queries.",rdbms
"Identify the top 12 cities hosting the largest increase in international art exhibitions, with over 50% featuring contemporary works, in the past decade.","      Art exhibition data, contemporary classification, and geographical insights are processed relationally for better efficiency.",rdbms
"List the top 10 countries with the largest growth in remote work infrastructure, focusing on internet speeds and coworking spaces, in the last 5 years.","      Combines data on infrastructure, technological enhancements, and workspace trends efficiently in a relational context.",rdbms
"Retrieve the top 30 research universities with output exceeding 50 patents annually in biotech and AI, collaborating with industry partners across multiple continents over the last 20 years.","      Managing university research data, patent records, and industry partnerships requires structured joins for efficiency.",rdbms
"Determine the top 15 insurance companies based on payout efficiency in climate-related claims, focusing on agriculture and residential policies, over the past 10 years.","      Insurance claim data, policy types, and efficiency metrics align with relational database strengths for complex queries.",rdbms
"Identify the top 7 global construction firms by sustainable building practices, achieving green certifications on projects across at least three continents in the last 8 years.","      Firm data, certification records, and geographical distribution necessitate robust relational querying for efficient processing.",rdbms
